7,https://meet.google.com/feq-foru-tik?authuser=1&hs=179
8,https://meet.google.com/feq-foru-tik?authuser=1&hs=179
9,https://meet.google.com/lookup/e6cdugbah5
10,https://meet.google.com/udk-ophg-gan?authuser=1
11,https://meet.google.com/udk-ophg-gan?authuser=1
12,https://meet.google.com/fye-pnmv-whr?authuser=1&hs=179&pli=1
13,https://us04web.zoom.us/j/74317160813?pwd=MTlSbExFbE5oRUJJbEE5ZW1pTlJDdz09
17,https://meet.google.com/fye-pnmv-whr?authuser=1&hs=179&pli=1
18,https://us04web.zoom.us/j/6217389391?pwd=RGZrY3BkR0VzalMwQktBS252TXAzZz09
19,https://us04web.zoom.us/j/8244802223?pwd=YkxCNFE1c3NyVmlxdHpJSmZGM0Nwdz09
21,https://meet.google.com/ffc-iiab-dkq
23,https://meet.google.com/feq-foru-tik?authuser=1&hs=179
24,https://meet.google.com/lookup/e6cdugbah5
25,https://meet.google.com/kiy-mtzk-pim?authuser=1&hs=179
26,https://meet.google.com/feq-foru-tik?authuser=1
27,https://meet.google.com/lookup/e6cdugbah5
28,https://meet.google.com/feq-foru-tik?authuser=1&hs=179
29,https://meet.google.com/lookup/e6cdugbah5
30,https://meet.google.com/lookup/e6cdugbah5
31,https://meet.google.com/udk-ophg-gan?authuser=1
32,https://meet.google.com/fye-pnmv-whr?authuser=1&hs=179&pli=1
33,https://us04web.zoom.us/j/74317160813?pwd=MTlSbExFbE5oRUJJbEE5ZW1pTlJDdz09
1,https://meet.google.com/fye-pnmv-whr?authuser=1&hs=179&pli=1
2,https://meet.google.com/fye-pnmv-whr?authuser=1&hs=179&pli=1
3,-
5,https://meet.google.com/kiy-mtzk-pim?authuser=1&hs=179
6,https://us04web.zoom.us/j/6217389391?pwd=RGZrY3BkR0VzalMwQktBS252TXAzZz09
